id,X,Y,M,V
2876,16.648272,-300.8355,126.01186,0.2758866
2877,198.80171,204.66187,82.29797,0.3557463
2878,-143.81544,-231.37982,24.714197,0.4186578
2879,284.30725,285.6636,80.4391,0.20142691
2880,396.1415,-243.36893,146.47859,0.41297725
2881,-319.36508,18.03784,116.854965,0.5977274
2882,-274.4891,241.2195,149.67297,0.9021602
2883,-198.64847,-16.733608,155.14369,0.61661166
2884,369.8452,197.75409,105.37513,0.59754634
2885,109.863686,-124.74051,116.40149,0.67560923
2886,186.98758,-294.12094,101.79716,0.39754212
2887,-241.05725,47.116653,144.54604,0.8297235
2888,-179.67622,201.37122,107.10662,0.3336719
2889,360.25098,-23.979599,121.11346,0.3248007
2890,301.21057,-37.12569,80.35498,0.86070955
2891,87.01457,226.92204,27.031761,0.7002003
2892,-33.870537,-34.251495,78.54405,0.38085493
2893,-319.24554,-315.6523,117.718,0.27181396
2894,-226.64081,-326.6843,83.35069,0.61095196
2895,-163.95773,-339.8294,122.0349,0.38620105
2896,-277.57913,-40.39073,130.24617,0.6432773
2897,145.94536,-352.2741,148.00966,0.23279476
2898,109.172,-317.83698,100.988304,0.80280644
2899,-156.62921,210.04356,66.97178,0.5153533
2900,334.1977,-172.39943,155.71297,0.53354555
2901,177.94257,152.34204,56.695736,0.3991495
2902,-377.28372,-305.24307,112.5493,0.6642516
2903,-339.69437,90.903275,122.56237,0.85289776
2904,-279.20352,372.67975,64.73054,0.81497586
2905,263.32022,-88.909546,105.360275,0.20858137
2906,-33.342327,-125.80018,85.349556,0.5805648
2907,-156.32759,-172.49217,107.37107,0.90098196
2908,63.179585,248.79465,89.101616,0.43964007
2909,34.84682,383.6868,76.662025,0.6053346
2910,-77.001366,-11.548019,166.53357,0.81924367
2911,46.453568,-304.2855,158.62013,0.2732605
2912,-290.1253,376.04105,149.69113,0.42450824
2913,24.948992,107.7328,152.89645,0.39217803
2914,-336.80005,312.45566,50.916065,0.2709831
2915,-274.84106,-288.42496,40.85129,0.3190431
2916,-141.46338,-244.35892,64.958694,0.7888638
2917,-83.43243,-189.62256,72.33754,0.2110034
2918,114.49537,-352.28336,147.48396,0.8707579
2919,131.49188,204.169,145.24675,0.20370789
2920,152.64493,-293.3053,39.991264,0.27492
2921,101.39924,-11.361499,122.74496,0.21003623
2922,-88.120804,-109.82447,150.44212,0.24771985
2923,-167.21675,386.43472,138.82925,0.285118
2924,184.99364,-373.87457,98.78125,0.31938854
2925,-249.17952,190.13033,47.812374,0.40371186
2926,-302.54364,333.4112,112.64716,0.80452305
2927,-280.14978,311.76553,92.38193,0.6007924
2928,-361.2949,-130.22704,125.15342,0.2756215
2929,15.779545,365.67462,111.05582,0.5978547
2930,-108.79194,-70.04959,85.01955,0.7879676
2931,-159.84135,316.39508,24.266397,0.80446213
2932,172.04492,326.93793,153.36476,0.6200612
2933,-20.587553,57.38399,166.42334,0.40021306
2934,282.14523,-219.58365,75.37161,0.21864425
2935,-282.80997,-284.9396,84.71661,0.5817203
2936,-191.55255,-296.25116,71.73402,0.39266017
2937,382.59256,-10.638819,37.776848,0.5937895
2938,175.9671,-206.1132,61.316536,0.8093243
2939,-10.483586,-304.72232,160.43115,0.5578239
2940,-261.9375,143.4447,67.60643,0.7341523
2941,-211.00821,-48.90777,24.387333,0.4219199
2942,-313.23468,322.09424,138.486,0.5595177
2943,-362.72223,-227.01279,109.449486,0.7679927
2944,56.008816,240.23422,167.34451,0.47043544
2945,-242.50592,400.20786,129.03996,0.83955836
2946,240.00938,-343.83652,129.05759,0.5665165
2947,25.95839,-321.47778,52.138744,0.7619387
2948,136.73965,269.36652,49.854237,0.21410017
2949,194.90726,358.37772,149.708,0.6484204
2950,47.935154,120.67399,116.668274,0.58457726
2951,254.84634,397.0664,64.96021,0.7469256
2952,-10.922031,-347.75644,98.88019,0.8248237
2953,134.08733,39.852222,169.17683,0.8027318
2954,196.79637,-316.75854,25.430906,0.5915435
2955,-24.080276,223.25826,114.24729,0.69839954
2956,-44.256355,-355.24506,73.11029,0.27084398
2957,-202.02933,-381.47733,100.88039,0.28281066
2958,-384.26385,205.17014,142.39168,0.79778445
2959,-173.83989,-124.92343,76.46763,0.48241156
2960,-277.4475,-145.68211,98.89786,0.61037844
2961,-358.855,56.485065,59.553646,0.6847594
2962,-186.36124,-211.06061,49.252663,0.59969085
2963,21.082302,-364.1735,108.83505,0.57774234
2964,-19.066307,-69.97447,24.314684,0.59645885
2965,92.19525,180.4982,126.80829,0.77139294
2966,-230.54178,-237.56383,186.33011,0.8304339
2967,350.86206,281.57886,47.427376,0.5868397
2968,105.307625,391.2569,133.62231,0.2624958
2969,20.738981,278.56293,180.10416,0.26828316
2970,-0.023176568,-178.0017,144.39667,0.8560354
2971,136.71281,-129.02286,55.66914,0.20015942
2972,85.11921,-174.33566,83.50908,0.784899
2973,84.304306,-97.43458,156.96806,0.4001222
2974,-121.14328,13.2139845,113.17277,0.84299636
2975,333.17712,-109.966415,75.55155,0.38986665
2976,236.87381,-250.94006,42.638218,0.2186753
2977,-218.42957,-182.69275,101.93616,0.21771304
2978,79.65444,-99.039406,51.241516,0.36645073
2979,-0.3916066,217.04002,101.42216,0.8232303
2980,313.1031,-239.90501,148.87718,0.4069228
2981,298.81662,207.29572,68.42514,0.8944691
2982,-265.5336,350.3396,66.928925,0.5782662
2983,-126.99967,-347.07886,30.629658,0.83584255
2984,237.03877,272.8267,32.622086,0.92626697
2985,0.15990776,-230.66617,45.42353,0.21568263
2986,23.350365,24.519867,112.85347,0.63828284
2987,-135.14667,-100.14014,60.064217,0.40555665
2988,319.13608,-11.912008,140.79213,0.3845242
2989,89.590515,-204.6241,24.774157,0.4807034
2990,262.9643,394.53055,131.27724,0.6905975
2991,-93.00963,-336.89716,30.27324,0.29055056
2992,-178.57516,125.85804,57.71466,0.22997373
2993,304.05527,-130.9098,105.8255,0.22984535
2994,-303.45505,359.65836,95.17792,0.640919
2995,-387.39807,-271.20667,114.020775,0.35845914
2996,-73.13663,-370.5269,50.760815,0.40555152
2997,132.14474,-62.922104,36.46322,0.8286994
2998,-351.2846,72.06601,136.92323,0.5244304
2999,-187.04456,-142.05367,142.78772,0.80753297
3000,-268.1704,51.544178,74.898224,0.44310835
3001,-219.52594,-153.84984,138.8412,0.33140442
3002,378.326,-329.44223,112.40873,0.5823256
3003,-26.149466,-219.14586,76.370766,0.38799348
3004,-332.1461,-373.37387,115.80662,0.5974325
3005,236.17581,321.54355,162.48581,0.23984894
3006,346.63452,-189.63591,136.34573,0.59149724
3007,-147.31792,118.860725,29.205544,0.59230345
3008,-48.245453,98.27656,158.7214,0.62464565
3009,-171.14087,365.04193,131.37674,0.39896134
3010,-123.11972,261.82782,49.88981,0.21898143
3011,125.341354,20.001722,149.64487,0.95916677
3012,-357.48886,237.35625,149.71593,0.32462126
3013,200.94543,-260.0436,126.44419,0.21965005
3014,-398.6393,-199.32414,63.068672,0.8098001
3015,-261.45325,398.8843,99.49699,0.8247871
3016,-237.87251,333.50897,33.486214,0.7934963
3017,110.3021,-151.05376,125.65529,0.36998287
3018,37.394703,211.79501,55.40947,0.60892296
3019,58.62916,-43.5339,39.753277,0.65052384
3020,-385.2513,149.48851,153.58286,0.81167936
3021,-323.99255,125.68716,112.062805,0.23327237
3022,-387.17096,189.0514,63.680542,0.41814938
3023,79.23943,-93.28366,104.11241,0.5121564
3024,-3.0569355,-345.80167,58.640537,0.8106075
3025,309.67755,374.0551,51.871822,0.804103
3026,-161.09668,412.66705,118.82804,0.62518084
3027,-104.538185,327.48553,94.3865,0.7132493
3028,-310.6879,112.905754,146.46947,0.22190776
3029,153.77173,-16.075237,153.80696,0.22276494
3030,-231.01628,300.97714,78.228676,0.37703678
3031,402.6619,97.577934,66.98748,0.6029086
3032,-124.34242,-329.99393,129.87071,0.8916381
3033,204.3488,293.56528,164.76463,0.71298045
3034,-166.5027,-164.60141,40.14245,0.84148926
3035,344.1783,-2.4069312,153.72487,0.60697037
3036,-50.154636,382.57028,119.20281,0.85170996
3037,127.49661,-84.16914,164.83102,0.43813044
3038,-346.99573,-106.21732,141.06474,0.93789685
3039,-106.205414,290.3832,23.927378,0.69081086
3040,-293.14758,-126.3025,45.367447,0.77306783
3041,18.414448,-273.26892,124.11345,0.19521083
3042,-37.342663,199.42358,87.4011,0.65256286
3043,9.303436,92.636,49.919434,0.40650037
3044,-80.61271,4.5184526,38.360966,0.9884579
3045,-383.70187,255.5427,127.56285,0.78780156
3046,161.3848,315.95938,86.96942,0.6669913
3047,375.3726,-84.52263,151.67276,0.36860114
3048,144.99098,360.53302,58.02929,0.8564361
3049,79.46801,-222.1436,174.36212,0.648847
3050,-330.70636,-43.802418,53.76865,0.86189723
3051,16.969309,329.62042,36.641068,0.30927113
3052,-258.51346,-285.9791,149.52597,0.3012671
3053,-60.26771,-88.21009,124.03758,0.5933787
3054,-295.6943,207.90973,91.37642,0.4638112
3055,204.68489,45.670055,69.958664,0.46313435
3056,-145.79797,382.03244,111.52158,0.22599114
3057,366.358,200.58044,64.94629,0.3784104
3058,42.748077,-205.41534,114.99997,0.6089232
3059,74.42939,-64.54443,87.71556,0.21469796
3060,207.8879,95.250496,120.35114,0.29295334
3061,-107.79539,-14.224749,73.860176,0.93728095
3062,-73.266495,-133.26271,81.45264,0.8189427
3063,323.18137,314.07855,128.6539,0.32395896
3064,278.37,-64.21006,34.121788,0.23894903
3065,-370.55463,271.7907,89.85956,0.8577125
3066,-55.78147,-381.49887,144.45515,0.51260996
3067,-17.926048,355.87515,41.89919,0.8801519
3068,35.309975,166.5851,25.60728,0.77469486
3069,-9.964889,-64.71958,24.495728,0.42045656
3070,-37.929573,24.151993,116.11636,0.24216735
3071,357.43112,-255.07536,103.32133,0.7753496
3072,237.77013,-204.77559,84.735115,0.907786
3073,267.53134,224.27606,70.28333,0.8998596
3074,126.89815,-186.74771,95.09913,0.7974105
3075,180.24988,-87.89701,166.80138,0.61683446
3076,-376.30063,-323.94467,94.080215,0.29216444
3077,-8.680634,263.6932,175.46802,0.6513129
3078,-383.8505,-238.27003,84.626236,0.68078345
3079,100.87178,308.73407,30.753809,0.61527497
3080,127.092064,221.37836,139.63866,0.20136985
3081,-122.25455,90.51168,37.72721,0.58713657
3082,-55.77228,347.3445,94.79888,0.34673038
3083,380.93835,227.82608,48.868076,0.8093362
3084,-156.90756,13.356227,54.2364,0.3972946
3085,-62.55403,-209.61572,84.24402,0.85264677
3086,-334.1389,326.77512,40.675045,0.63658
3087,183.41391,-336.44812,151.8291,0.50269175
3088,321.7789,189.59901,153.34581,0.3149048
3089,175.82713,364.0155,68.54213,0.52853644
3090,150.48436,-402.93613,129.13124,0.54223645
3091,262.9562,-178.64775,107.33486,0.3795605
3092,-134.95859,266.39975,132.29211,0.68453217
3093,-190.38492,-393.72748,90.08629,0.3300088
3094,-381.95392,168.68015,132.9212,0.57570845
3095,152.18794,154.11821,81.32974,0.7700103
3096,164.73448,-185.1632,82.39031,0.3451623
3097,-110.116844,-41.193146,120.35033,0.8982698
3098,224.56317,-388.235,79.4114,0.7451008
3099,-255.93178,-147.60411,51.869682,0.40979162
3100,53.719315,396.14215,139.8714,0.8148673
3101,191.49927,403.92932,124.14229,0.43673477
3102,-220.11458,-163.14952,78.34581,0.9059052
3103,295.36865,-47.919426,68.06608,0.22350387
3104,238.97249,20.425863,120.16508,0.8772138
3105,350.02817,337.7792,115.05503,0.816176
3106,-141.97836,266.28284,144.37234,0.24770284
3107,269.49146,-185.94687,152.4037,0.24681568
3108,276.26245,-191.96358,25.234966,0.8091838
3109,163.34438,71.21367,90.19041,0.94868404
3110,120.04199,-329.7429,44.35006,0.31646317
3111,51.0333,-38.61044,129.8418,0.81602144
3112,-68.25659,-396.47275,80.70547,0.76544094
3113,348.98926,-319.76395,100.9853,0.8741212
3114,-306.13412,296.81323,133.07721,0.2171715
3115,215.59213,-98.51726,132.62637,0.30708525
3116,10.734621,204.07898,168.70844,0.6359684
3117,138.71681,272.45947,109.31783,0.37993944
3118,-174.6355,268.46008,163.0354,0.41063285
3119,-333.68576,-51.350845,85.7008,0.3268924
3120,-237.17755,-119.43869,75.5605,0.58839464
3121,186.81157,90.29987,25.4574,0.50067854
3122,-179.27045,-388.2036,53.73698,0.64322007
3123,4.8611116,367.8549,128.9993,0.54202664
3124,-84.33701,-188.41284,24.932041,0.7864845
3125,299.88373,-59.650978,33.226982,0.7216738
3126,235.91971,-372.7977,128.72522,0.27627003
3127,-86.82977,-28.94831,141.93352,0.41953245
3128,-144.15291,-253.05165,117.59522,0.7808724
3129,387.6738,-285.79166,70.02865,0.5920986
3130,-259.62354,230.97743,88.89937,0.79257935
3131,136.34149,127.54598,99.44167,0.19523379
3132,57.91945,292.6768,118.487976,0.9891751
3133,-38.4546,-87.76889,136.9403,0.26804844
3134,287.686,265.0343,25.32595,0.8581547
3135,-279.17972,329.89294,96.91408,0.27330744
3136,-199.86615,32.95692,93.11397,0.6066093
3137,339.32986,-67.20805,115.74345,0.52164865
3138,-106.25161,251.11827,58.67107,0.95023125
3139,33.353806,0.5580622,95.86464,0.80383515
3140,273.15933,131.77022,24.801226,0.7525482
3141,46.33819,105.04006,101.40182,0.35752532
3142,-19.523884,-391.6789,110.40108,0.34353703
3143,-42.28322,34.03291,167.85793,0.8122941
3144,-305.06152,-375.0443,140.9644,0.6832108
3145,161.53769,153.8465,49.72781,0.7848776
3146,-194.31256,307.48422,32.14074,0.61713254
3147,217.92711,290.10507,109.49734,0.2180001
3148,-188.20166,268.63492,29.33206,0.2452806
3149,383.75153,235.51854,73.49534,0.34378272
3150,-390.30322,-131.7179,38.97411,0.31426796
3151,-109.47554,329.0852,63.936497,0.24601796
3152,101.59462,388.42813,54.03319,0.6477145
3153,-364.88412,-107.557365,83.5013,0.40902278
3154,38.956657,354.01675,154.6178,0.36761904
3155,-228.82272,-319.25592,141.34297,0.30134764
3156,324.25983,287.9721,35.57873,0.25800684
3157,268.39478,55.779926,142.59712,0.40227184
3158,-24.139996,-330.58835,47.702557,0.39563623
3159,-86.25345,-324.91544,114.52947,0.81685853
3160,-84.188416,3.0778294,159.35345,0.885456
3161,78.777374,-366.46823,72.286995,0.41116226
3162,330.95084,-151.86037,128.55977,0.88268137
3163,12.0521345,167.52339,35.61481,0.3000012
3164,302.51675,47.000034,79.14595,0.2079015
3165,-298.68005,165.06609,125.80622,0.38939062
3166,-309.44568,358.91586,52.69542,0.37730035
3167,367.90128,-117.45556,89.44422,0.326755
3168,-252.95248,391.62555,64.33066,0.751421
3169,393.30127,-188.08632,49.067524,0.29818875
3170,239.53584,-214.37706,53.272602,0.38667485
3171,-295.8122,-395.3521,65.31589,0.26209328
3172,206.30867,4.7136908,89.931625,0.33313277
3173,-250.47221,-397.02173,119.7752,0.8046251
3174,-40.876766,-335.95895,164.28337,0.28650963
3175,312.28992,276.04413,151.38327,0.75571793
3176,-279.7441,-188.84396,54.18974,0.86409813
3177,173.22495,-254.08968,151.66966,0.6037104
3178,106.54832,20.982971,35.174965,0.68977445
3179,266.19687,53.272964,118.2248,0.61498225
3180,-329.46835,184.06784,26.176548,0.81441534
3181,-388.36005,264.91397,61.003624,0.80777586
3182,-58.184418,-31.340717,111.092415,0.4034386
3183,-130.3929,-171.0581,46.12457,0.3254531
3184,-243.39313,-294.76306,26.06263,0.6894545
3185,-360.66125,228.95628,43.670868,0.8354831
3186,-204.66174,-134.15588,141.44412,0.46063045
3187,-103.82081,95.21833,125.54133,0.75934684
3188,-118.120186,-248.99673,65.39424,0.22078732
3189,38.70385,341.25906,29.83706,0.60107476
3190,225.75005,85.84161,28.224123,0.5637785
3191,-59.546627,-115.99504,52.101177,0.42722842
3192,169.39334,331.07684,122.20313,0.8199159
3193,-119.593185,233.17355,145.366,0.8969053
3194,244.2589,105.71405,158.37248,0.6110782
3195,188.17465,139.27104,93.357666,0.6011614
3196,225.53877,251.36754,52.845196,0.19327077
3197,-89.42762,-306.828,71.02021,0.6010853
3198,-368.9292,217.8864,74.29511,0.5753834
3199,362.62283,280.98965,150.05005,0.61942065
3200,-179.41226,-116.85749,46.252186,0.605044
3201,368.0647,-187.53,106.24921,0.2747416
3202,-210.79103,-404.31924,107.40684,0.45589492
3203,-220.85185,211.20483,49.778187,0.7099067
3204,-0.811016,-88.34421,154.25298,0.60369337
3205,51.81552,-384.97205,142.4648,0.42702177
3206,-211.17326,-224.13953,101.82412,0.804734
3207,-134.80948,346.18,94.541145,0.89444256
3208,356.70096,-176.60329,130.32713,0.8286707
3209,-275.69876,-28.716501,47.028557,0.59097165
3210,153.63748,99.08547,121.10128,0.7855704
3211,161.07469,38.390606,91.87553,0.682339
3212,-384.73297,-8.995636,43.279175,0.7873412
3213,80.03211,29.800919,134.99161,0.38970333
3214,-162.60255,-226.64145,24.206732,0.3012611
3215,-43.99933,354.6681,67.42694,0.4826719
3216,75.487465,-397.38312,79.96326,0.5690482
3217,66.24358,374.3911,149.23552,0.719415
3218,317.18988,-72.86305,35.343525,0.7684595
3219,100.709366,-181.99355,62.714096,0.47071496
3220,-155.9175,-269.36786,165.14223,0.41958526
3221,-363.3345,146.18112,157.39555,0.3763146
3222,268.94595,313.36746,156.85344,0.8698984
3223,148.94072,261.78397,124.14016,0.6285562
3224,177.48463,-275.93307,180.45291,0.78322923
3225,202.87169,-364.44458,39.871075,0.79899806
3226,82.19219,292.17136,118.465706,0.3792209
3227,79.04415,-337.22144,140.02191,0.7959001
3228,149.92404,251.59547,157.37384,0.9074597
3229,217.45316,-153.71915,114.329575,0.78224343
3230,324.6719,81.4919,63.533348,0.7829728
3231,323.21106,340.1528,97.073715,0.3987607
3232,116.37269,-124.25192,86.35097,0.2518038
3233,-166.44598,164.91435,76.65068,0.38146713
3234,-327.81027,-300.06693,55.24165,0.35795555
3235,-366.77966,298.9507,42.3866,0.4156317
3236,107.92359,-112.93967,140.17911,0.9062727
3237,148.01303,70.15997,162.84367,0.2979302
3238,38.920494,-238.39706,39.698666,0.9167587
3239,-281.96954,308.93512,164.85893,0.7838659
3240,-309.96866,-301.8243,38.005146,0.8745552
3241,331.05093,218.50932,81.936165,0.7651466
3242,-385.2722,-158.81354,65.88342,0.58462846
3243,27.651068,319.77274,144.82645,0.9684214
3244,-76.25789,-14.1735935,155.77536,0.6178909
3245,206.69337,-376.70898,116.14693,0.74044746
3246,-73.149475,183.45638,78.131454,0.34764707
3247,-396.60776,-85.283844,108.4931,0.5936698
3248,304.22998,-341.511,135.26718,0.8688216
3249,-311.60217,102.89149,81.17257,0.8499829
3250,377.59372,22.24226,131.94225,0.819117
3251,96.858284,252.48245,79.7523,0.7976766
3252,27.510698,-81.18002,46.07316,0.24062002
3253,-48.58573,118.10788,48.49069,0.7109186
3254,271.33173,-172.27502,57.164593,0.19601686
3255,-236.98534,-361.4973,86.23258,0.812971
3256,195.31282,-302.0494,58.322903,0.60770684
3257,343.4601,36.334167,75.651825,0.85716
3258,372.96085,178.71658,132.30939,0.8507607
3259,245.67441,-225.54378,162.77266,0.71366894
3260,-269.90118,-355.07523,149.9589,0.62312317
3261,-171.93657,253.58626,135.70517,0.59969175
3262,358.181,46.619625,80.09553,0.39209735
3263,30.67784,-139.67958,103.46688,0.8896987
3264,81.52485,321.30154,148.78314,0.86967623
3265,-327.87378,77.74386,168.50114,0.5935921
3266,-345.18298,120.84571,61.324623,0.50092363
3267,-111.28781,-197.17484,155.58614,0.80936694
3268,-300.96298,-71.822784,115.74032,0.8306169
3269,-131.05809,-189.74559,154.01395,0.62545437
3270,394.85638,124.47284,137.33911,0.5696481
3271,267.8451,382.36227,129.74791,0.35255256
3272,-228.5604,-370.60617,49.388165,0.45282802
3273,-145.76242,-63.42185,152.47034,0.22173394
3274,-200.02829,-279.79318,122.62667,0.52242786
3275,21.95075,226.56854,81.89722,0.95789057
3276,147.99347,281.0061,73.12945,0.5075891
3277,19.52785,275.24472,161.1397,0.63543
3278,85.97456,-272.02087,102.37478,0.40746528
3279,263.2408,208.01819,114.76982,0.83962125
3280,253.22919,-64.41601,23.971788,0.4184253
3281,385.77557,-295.8836,87.342606,0.59267086
3282,389.6396,-138.40796,69.33621,0.4525692
3283,-357.4284,168.9789,71.32573,0.26181763
3284,341.88333,224.11237,93.310295,0.64039093
3285,-21.04141,-50.507603,24.590113,0.38217062
3286,-346.32263,-198.03857,120.77353,0.60970116
3287,207.65591,21.942272,105.63201,0.3991179
3288,326.87772,361.8914,99.38764,0.61334604
3289,306.56818,-355.46088,125.89478,0.31881714
3290,69.11754,65.00082,71.537796,0.6719509
3291,60.708447,364.91165,67.86325,0.309899
3292,228.7802,-165.48827,25.277515,0.50720274
3293,-96.58799,354.31232,58.807636,0.6076996
3294,301.32578,339.1891,156.35425,0.41010553
3295,-186.64912,-264.1804,132.2983,0.5740461
3296,-84.52669,112.85108,85.82445,0.7731229
3297,-41.572624,-290.1688,165.7736,0.7855781
3298,331.11615,-100.21707,66.408806,0.6413399
3299,173.34389,-15.944654,70.05934,0.7945902
3300,39.4342,189.5603,141.52768,0.75819117
3301,20.865036,-247.41893,135.95505,0.6118432
3302,303.95493,363.45847,95.59885,0.37080115
3303,-174.14764,19.979815,57.68289,0.7947406
3304,-138.24135,65.09221,125.20343,0.54004323
3305,216.73224,134.47295,57.172817,0.6972469
3306,-224.06229,114.36327,172.878,0.65032566
3307,-51.43527,360.91183,128.50302,0.6086888
3308,-51.55873,82.572876,85.21258,0.21602009
3309,-249.7519,-219.56256,106.74894,0.19552602
3310,-263.1211,7.8938265,165.85182,0.85661924
3311,-329.46225,-323.85468,137.19716,0.97133094
3312,-300.74017,119.70945,113.09941,0.8914511
3313,-319.18414,-78.70272,46.95808,0.24745017
3314,51.10291,-162.56575,144.01453,0.7365173
3315,97.302864,-165.9936,60.452602,0.3923393
3316,-60.298992,-136.48657,121.89928,0.74860567
3317,-391.04767,-252.9934,168.57253,0.7747685
3318,-245.8558,-73.04535,122.336494,0.62081957
3319,-350.28104,-204.31589,127.382065,0.8603833
3320,-374.7105,-40.44513,141.79286,0.71197486
3321,85.34785,-87.83859,71.46877,0.91026086
3322,287.70364,-381.5529,106.43066,0.39709595
3323,296.2745,38.67954,37.09567,0.8744113
3324,-117.73423,-63.766747,105.698105,0.22495462
3325,281.69843,-340.43268,25.408804,0.36361045
3326,-68.87687,39.65489,73.06811,0.5651639
3327,243.59645,308.54486,95.47418,0.23941627
3328,-114.306465,100.5839,118.248276,0.20001516
3329,295.93948,-375.81573,59.167953,0.29965833
3330,290.90692,37.213757,97.035286,0.79599875
3331,385.6132,-15.142052,96.726074,0.60862815
3332,-154.90617,165.8254,25.930906,0.85193586
3333,-40.509098,67.90125,68.98064,0.7854628
3334,-187.13142,-71.899315,128.12532,0.39550865
3335,-365.8071,31.154242,44.93096,0.4094411
3336,-12.247284,-206.47209,132.26163,0.40663958
3337,195.66553,66.45047,107.19989,0.32720008
3338,-316.59537,164.05757,38.962513,0.58889616
3339,149.4764,-224.33177,71.76711,0.96560603
3340,342.42206,-334.41,86.10333,0.27604866
3341,-113.734406,-229.0827,103.9329,0.32409886
3342,-8.142067,-104.43366,58.56374,0.7915138
3343,-200.93524,91.43068,154.03491,0.44701064
3344,306.9038,360.776,70.63697,0.62075037
3345,103.83031,-16.853867,45.253452,0.54845893
3346,201.06386,145.67436,144.51218,0.60841316
3347,-222.31026,-332.24426,153.90506,0.7563526
3348,125.18273,-188.973,25.449589,0.75977606
3349,-281.73328,-346.36716,72.854385,0.80547804
3350,173.47702,141.62001,122.4093,0.54786754
3351,23.396973,240.78151,51.909355,0.9852078
3352,-136.67587,107.87818,24.858097,0.2955296
3353,-93.19447,-44.204884,52.789505,0.65457183
3354,158.50586,-242.51788,27.51169,0.77187407
3355,130.79233,-262.83777,94.97683,0.5788522
3356,-194.83647,363.8867,154.54297,0.7218497
3357,120.824814,23.589642,49.001026,0.8880787
3358,273.38986,333.76328,102.72277,0.8395564
3359,290.8101,-208.58464,153.54536,0.31669
