id,digit
2794,1
2795,1
2796,8
2797,7
2798,1
2799,8
2800,8
2801,1
2802,4
2803,1
2804,1
2805,6
2806,8
2807,6
2808,7
2809,9
2810,9
2811,9
2812,8
2813,6
2814,9
2815,3
2816,1
2817,8
2818,9
2819,2
2820,1
2821,1
2822,3
2823,8
2824,1
2825,6
2826,9
2827,6
2828,8
2829,6
2830,7
2831,1
2832,9
2833,8
2834,9
2835,1
2836,8
2837,2
2838,1
2839,9
2840,6
2841,7
2842,1
2843,4
2844,0
2845,6
2846,4
2847,4
2848,1
2849,9
2850,8
2851,1
2852,2
2853,0
2854,0
2855,1
2856,0
2857,0
2858,0
2859,1
2860,6
2861,7
2862,1
2863,3
2864,8
2865,9
2866,9
2867,8
2868,1
2869,2
2870,8
2871,9
2872,7
2873,8
2874,0
2875,9
2876,8
2877,6
2878,7
2879,6
2880,2
2881,0
2882,8
2883,1
2884,8
2885,4
2886,7
2887,8
2888,7
2889,1
2890,3
2891,8
2892,3
2893,2
2894,3
2895,8
2896,1
2897,0
2898,1
2899,9
2900,1
2901,0
2902,6
2903,5
2904,1
2905,8
2906,8
2907,3
2908,9
2909,2
2910,4
2911,5
2912,9
2913,1
2914,9
2915,2
2916,0
2917,8
2918,8
2919,1
2920,9
2921,4
2922,8
2923,6
2924,5
2925,8
2926,8
2927,3
2928,7
2929,6
2930,1
2931,1
2932,5
2933,1
2934,9
2935,1
2936,9
2937,2
2938,8
2939,5
2940,7
2941,1
2942,9
2943,3
2944,1
2945,8
2946,8
2947,2
2948,9
2949,7
2950,9
2951,5
2952,7
2953,8
2954,0
2955,8
2956,1
2957,0
2958,2
2959,7
2960,9
2961,8
2962,1
2963,5
2964,8
2965,8
2966,7
2967,8
2968,3
2969,8
2970,2
2971,0
2972,4
2973,2
2974,1
2975,0
2976,3
2977,9
2978,2
2979,7
2980,8
2981,2
2982,1
2983,9
2984,9
2985,0
2986,1
2987,8
2988,2
2989,1
2990,8
2991,1
2992,1
2993,3
2994,2
2995,7
2996,8
2997,5
2998,8
2999,3
3000,4
3001,3
3002,3
3003,8
3004,1
3005,3
3006,1
3007,3
3008,8
3009,8
3010,0
3011,8
3012,5
3013,5
3014,1
3015,8
3016,1
3017,1
3018,8
3019,6
3020,8
3021,8
3022,5
3023,5
3024,3
3025,8
3026,1
3027,6
3028,9
3029,9
3030,1
3031,9
3032,8
3033,5
3034,8
3035,6
3036,4
3037,8
3038,6
3039,3
3040,8
3041,5
3042,8
3043,6
3044,9
3045,9
3046,5
3047,4
3048,8
3049,8
3050,7
3051,8
3052,7
3053,1
3054,9
3055,6
3056,1
3057,1
3058,9
3059,6
3060,7
3061,6
3062,3
3063,2
3064,5
3065,9
3066,9
3067,8
3068,9
3069,2
3070,6
3071,0
3072,8
3073,4
3074,8
3075,8
3076,1
3077,0
3078,1
3079,8
3080,8
3081,8
3082,5
3083,1
3084,8
3085,8
3086,8
3087,9
3088,7
3089,9
3090,6
3091,9
3092,3
3093,0
3094,6
3095,2
3096,7
3097,1
3098,3
3099,8
3100,8
3101,8
3102,6
3103,1
3104,1
3105,1
3106,6
3107,2
3108,0
3109,9
3110,1
3111,1
3112,5
3113,8
3114,1
3115,2
3116,4
3117,0
3118,2
3119,8
3120,8
3121,0
3122,5
3123,1
3124,8
3125,1
3126,8
3127,8
3128,1
3129,3
3130,6
3131,8
3132,0
3133,1
3134,6
3135,5
3136,8
3137,1
3138,1
3139,2
3140,7
3141,9
3142,8
3143,6
3144,6
3145,8
3146,8
3147,2
3148,2
3149,8
3150,7
3151,8
3152,8
3153,8
3154,8
3155,9
3156,2
3157,1
3158,1
3159,8
3160,7
3161,5
3162,8
3163,8
3164,1
3165,9
3166,9
3167,5
3168,7
3169,7
3170,6
3171,6
3172,1
3173,7
3174,6
3175,7
3176,9
3177,4
3178,8
3179,6
3180,9
3181,3
3182,9
3183,3
3184,8
3185,2
3186,1
3187,7
3188,1
3189,1
3190,7
3191,8
3192,9
3193,8
3194,2
3195,8
3196,6
3197,6
3198,1
3199,0
3200,7
3201,8
3202,9
3203,2
3204,6
3205,8
3206,9
3207,8
3208,9
3209,4
3210,9
3211,1
3212,1
3213,4
3214,5
3215,8
3216,8
3217,2
3218,9
3219,8
3220,9
3221,9
3222,9
3223,8
3224,8
3225,9
3226,5
3227,8
3228,7
3229,8
3230,6
3231,1
3232,8
3233,9
3234,0
3235,0
3236,0
3237,4
3238,8
3239,8
3240,8
3241,0
3242,3
3243,4
3244,8
3245,8
3246,6
3247,2
3248,6
3249,7
3250,8
3251,8
3252,8
3253,1
3254,7
3255,1
3256,8
3257,0
3258,9
3259,3
3260,1
3261,8
3262,5
3263,8
3264,9
3265,4
3266,9
3267,1
3268,8
3269,2
3270,3
3271,7
3272,9
3273,8
3274,9
3275,2
3276,6
3277,4
3278,6
3279,4
3280,5
3281,0
3282,5
3283,8
3284,7
3285,8
3286,7
3287,2
3288,0
3289,8
3290,3
3291,8
3292,1
3293,9
3294,2
3295,8
3296,6
3297,7
3298,8
3299,3
3300,1
3301,0
3302,3
3303,4
3304,8
3305,1
3306,2
3307,3
3308,9
3309,5
3310,3
3311,0
3312,1
3313,0
3314,1
3315,6
3316,5
3317,8
3318,7
3319,2
3320,2
3321,9
3322,8
3323,9
3324,0
3325,8
3326,8
3327,9
3328,6
3329,9
3330,2
3331,4
3332,8
3333,8
3334,9
3335,4
3336,1
3337,4
3338,6
3339,6
3340,1
3341,8
3342,6
3343,1
3344,9
3345,1
3346,4
3347,0
3348,6
3349,8
3350,9
3351,8
3352,8
3353,9
3354,4
3355,2
3356,8
3357,4
3358,5
3359,7
3360,8
3361,0
3362,5
3363,1
3364,1
3365,2
3366,3
3367,6
3368,9
3369,8
3370,8
3371,8
3372,3
3373,9
3374,1
3375,7
3376,3
3377,4
3378,2
3379,9
3380,2
3381,1
3382,8
3383,4
3384,3
3385,8
3386,1
3387,5
3388,2
3389,2
3390,4
3391,6
3392,5
3393,1
3394,0
3395,4
3396,3
3397,8
3398,6
3399,5
3400,6
3401,8
3402,9
3403,8
3404,0
3405,4
3406,9
3407,1
3408,0
3409,2
3410,8
3411,6
3412,4
3413,8
3414,6
3415,8
3416,9
3417,7
3418,7
3419,8
3420,6
3421,1
3422,1
3423,2
3424,0
3425,1
3426,1
3427,8
3428,1
3429,6
3430,8
3431,8
3432,6
3433,8
3434,1
3435,2
3436,3
3437,5
3438,9
3439,1
3440,1
3441,4
3442,4
3443,6
3444,1
3445,1
3446,2
3447,3
3448,7
3449,6
3450,1
3451,5
3452,8
3453,2
3454,8
3455,6
3456,5
3457,8
3458,8
3459,2
3460,2
3461,6
3462,1
3463,8
3464,8
3465,0
3466,1
3467,6
3468,7
3469,1
3470,3
3471,1
3472,1
3473,7
3474,4
3475,7
3476,8
3477,8
3478,1
3479,9
3480,3
3481,7
3482,8
3483,9
3484,8
3485,0
3486,0
3487,0
3488,7
3489,1
3490,7
3491,8
3492,8
3493,8
3494,3
3495,1
3496,8
3497,3
3498,8
3499,9
3500,8
3501,1
3502,4
3503,1
3504,2
3505,3
3506,2
3507,0
3508,3
3509,9
3510,6
3511,1
3512,1
3513,2
3514,1
3515,8
3516,8
3517,0
3518,8
3519,3
3520,7
3521,9
3522,2
3523,5
3524,3
3525,1
3526,8
3527,8
3528,8
3529,9
3530,6
3531,0
3532,8
3533,8
3534,1
3535,4
3536,9
3537,8
3538,8
3539,9
3540,1
3541,8
3542,7
3543,9
3544,6
3545,4
3546,6
3547,6
3548,8
3549,0
3550,4
3551,8
3552,1
3553,0
3554,1
3555,2
3556,9
3557,8
3558,4
3559,8
3560,8
3561,2
3562,5
3563,9
3564,6
3565,9
3566,7
3567,8
3568,9
3569,4
3570,9
3571,6
3572,8
3573,7
3574,8
3575,3
3576,6
3577,5
3578,9
3579,8
3580,8
3581,8
3582,8
3583,2
3584,9
3585,1
3586,9
3587,8
3588,8
3589,8
3590,0
3591,9
3592,6
3593,7
3594,1
3595,6
3596,9
3597,8
3598,1
3599,6
3600,9
3601,6
3602,4
3603,7
3604,1
3605,8
3606,6
3607,1
3608,7
3609,1
3610,3
3611,8
3612,8
3613,3
3614,8
3615,2
3616,9
3617,8
3618,7
3619,4
3620,5
3621,9
3622,9
3623,8
3624,4
3625,2
3626,9
3627,5
3628,3
3629,1
3630,9
3631,8
3632,9
3633,8
3634,2
3635,8
3636,2
3637,3
3638,8
3639,1
3640,6
3641,6
3642,3
3643,9
3644,5
3645,7
3646,8
3647,5
3648,6
3649,6
3650,9
3651,3
3652,8
3653,7
3654,6
3655,7
3656,1
3657,8
3658,8
3659,8
3660,7
3661,2
3662,1
3663,7
3664,7
3665,3
3666,8
3667,9
3668,8
3669,0
3670,8
3671,1
3672,9
3673,3
3674,4
3675,8
3676,9
3677,0
3678,8
3679,0
3680,2
3681,1
3682,6
3683,8
3684,2
3685,5
3686,4
3687,9
3688,9
3689,8
3690,1
3691,2
3692,8
3693,8
3694,7
3695,3
3696,1
3697,9
3698,4
3699,3
3700,7
3701,9
3702,2
3703,2
3704,3
3705,4
3706,1
3707,8
3708,8
3709,5
3710,3
3711,8
3712,8
3713,1
3714,1
3715,8
3716,1
3717,4
3718,8
3719,7
3720,1
3721,6
3722,2
3723,4
3724,8
3725,6
3726,4
3727,8
3728,7
3729,8
3730,1
3731,8
3732,1
3733,2
3734,9
3735,7
3736,4
3737,9
3738,6
3739,1
3740,2
3741,8
3742,0
3743,9
3744,8
3745,1
3746,0
3747,8
3748,6
3749,3
3750,3
3751,4
3752,4
3753,5
3754,0
3755,2
3756,3
3757,0
3758,8
3759,5
3760,1
3761,8
3762,4
3763,3
3764,8
3765,1
3766,3
3767,1
3768,5
3769,0
3770,3
3771,1
3772,7
3773,6
3774,2
3775,2
3776,8
3777,1
3778,3
3779,6
3780,8
3781,8
3782,8
3783,0
3784,2
3785,7
3786,2
3787,8
3788,8
3789,1
3790,9
3791,8
3792,9
3793,1
3794,7
3795,7
3796,7
3797,6
3798,0
3799,0
3800,8
3801,8
3802,3
3803,9
3804,6
3805,0
3806,8
3807,4
3808,8
3809,1
3810,2
3811,8
3812,6
3813,8
3814,9
3815,9
3816,8
3817,1
3818,6
3819,1
3820,0
3821,1
3822,6
3823,7
3824,8
3825,2
3826,1
3827,6
3828,1
3829,1
3830,8
3831,8
3832,3
3833,8
3834,7
3835,8
3836,8
3837,5
3838,2
3839,7
3840,3
3841,9
3842,2
3843,0
3844,8
3845,1
3846,4
3847,4
3848,8
3849,3
3850,0
3851,3
3852,8
3853,4
3854,9
3855,7
3856,1
3857,6
3858,5
3859,0
3860,5
3861,7
3862,7
3863,3
3864,4
3865,0
3866,6
3867,0
3868,8
3869,2
3870,1
3871,8
3872,8
3873,7
3874,1
3875,3
3876,7
3877,3
3878,4
3879,8
3880,7
3881,7
3882,3
3883,8
3884,3
3885,6
3886,7
3887,5
3888,1
3889,7
3890,1
3891,6
3892,0
3893,8
3894,1
3895,9
3896,7
3897,8
3898,9
3899,1
3900,8
3901,9
3902,7
3903,2
3904,2
3905,1
3906,8
3907,9
3908,7
3909,7
3910,0
3911,9
3912,7
3913,2
3914,3
3915,6
3916,8
3917,8
3918,6
3919,0
3920,8
3921,6
3922,4
3923,2
3924,8
3925,8
3926,2
3927,2
3928,1
3929,4
3930,3
3931,6
3932,6
3933,0
3934,8
3935,8
3936,9
3937,6
3938,4
3939,8
3940,8
3941,2
3942,9
3943,1
3944,9
3945,8
3946,8
3947,5
3948,8
3949,8
3950,1
3951,8
3952,1
3953,2
3954,7
3955,1
3956,8
3957,2
3958,8
3959,9
3960,1
3961,2
3962,5
3963,8
3964,5
3965,0
3966,0
3967,2
3968,2
3969,5
3970,6
3971,5
3972,5
3973,6
3974,3
3975,2
3976,8
3977,8
3978,1
3979,3
3980,7
3981,6
3982,8
3983,3
3984,9
3985,9
3986,6
3987,8
3988,8
3989,2
3990,4
3991,9
3992,8
3993,9
3994,3
3995,7
3996,3
3997,8
3998,8
3999,7
4000,4
4001,8
4002,6
4003,2
4004,8
4005,8
4006,3
4007,6
4008,8
4009,6
4010,8
4011,4
4012,6
4013,4
4014,8
4015,2
4016,1
4017,8
4018,8
4019,9
4020,8
4021,9
4022,8
4023,5
4024,4
4025,8
4026,0
4027,1
4028,8
4029,6
4030,4
4031,1
4032,8
4033,2
4034,1
4035,8
4036,8
4037,8
4038,0
4039,1
4040,8
4041,5
4042,8
4043,7
4044,8
4045,1
4046,2
4047,4
4048,8
4049,6
4050,5
4051,9
4052,6
4053,3
4054,8
4055,2
4056,6
4057,4
4058,1
4059,8
4060,1
4061,8
4062,2
4063,9
4064,1
4065,9
4066,0
4067,9
4068,8
4069,1
4070,0
4071,9
4072,8
4073,5
4074,0
4075,6
4076,3
4077,1
4078,0
4079,7
4080,0
4081,1
4082,1
4083,7
4084,2
4085,8
4086,0
4087,3
4088,9
4089,0
4090,3
4091,8
4092,5
4093,1
4094,8
4095,2
4096,8
4097,7
4098,9
4099,2
4100,7
4101,1
4102,8
4103,8
4104,8
4105,2
4106,4
4107,8
4108,5
4109,1
4110,8
4111,8
4112,8
4113,2
4114,1
4115,1
4116,2
4117,8
4118,1
4119,4
4120,1
4121,1
4122,0
4123,4
4124,8
4125,9
4126,1
4127,0
4128,5
4129,7
4130,6
4131,1
4132,1
4133,4
4134,9
4135,8
4136,8
4137,9
4138,8
4139,9
4140,7
4141,1
4142,5
4143,4
4144,9
4145,2
4146,8
4147,0
4148,2
4149,0
4150,7
4151,2
4152,0
4153,1
4154,6
4155,1
4156,7
4157,3
4158,9
4159,9
4160,8
4161,8
4162,3
4163,7
4164,2
4165,0
4166,2
4167,1
4168,9
4169,8
4170,4
4171,8
4172,1
4173,3
4174,7
4175,4
4176,5
4177,0
4178,9
4179,5
4180,3
4181,9
4182,1
4183,3
4184,1
4185,8
4186,4
4187,2
4188,8
4189,8
4190,9
4191,4
4192,2
4193,8
4194,3
4195,8
4196,8
4197,7
4198,9
4199,1
4200,5
4201,1
4202,8
4203,3
4204,3
4205,2
4206,8
4207,6
4208,9
4209,7
4210,8
4211,9
4212,2
4213,5
4214,1
4215,8
4216,0
4217,8
4218,6
4219,1
4220,8
4221,1
4222,2
4223,4
4224,2
4225,2
4226,1
4227,8
4228,7
4229,1
4230,7
4231,1
4232,4
4233,8
4234,8
4235,6
4236,9
4237,1
4238,3
4239,3
4240,9
4241,8
4242,1
4243,8
4244,3
4245,6
4246,3
4247,8
4248,8
4249,6
4250,1
4251,0
4252,8
4253,8
4254,6
4255,3
4256,8
4257,2
4258,8
4259,1
4260,8
4261,4
4262,8
4263,7
4264,5
4265,8
4266,6
4267,5
4268,3
4269,0
4270,8
4271,9
4272,0
4273,6
4274,8
4275,2
4276,0
4277,9
4278,7
4279,2
4280,8
4281,7
4282,1
4283,3
4284,0
4285,8
4286,0
4287,2
4288,9
4289,4
4290,2
4291,8
4292,3
4293,1
4294,1
4295,8
4296,8
4297,3
4298,7
4299,8
4300,4
4301,3
4302,3
4303,8
4304,8
4305,0
4306,2
4307,6
4308,8
4309,3
4310,3
4311,2
4312,9
4313,6
4314,7
4315,1
4316,7
4317,3
4318,7
4319,8
4320,7
4321,8
4322,8
4323,1
4324,8
4325,3
4326,8
4327,8
4328,0
4329,6
4330,8
4331,8
4332,6
4333,6
4334,2
4335,8
4336,8
4337,3
4338,5
4339,8
4340,8
4341,8
4342,8
4343,9
4344,8
4345,9
4346,7
4347,1
4348,6
4349,6
4350,1
4351,8
4352,0
4353,2
4354,5
4355,6
4356,6
4357,1
4358,3
4359,0
4360,1
4361,1
4362,9
4363,6
4364,8
4365,0
4366,2
4367,8
4368,3
4369,8
4370,8
4371,6
4372,4
4373,9
4374,6
4375,3
4376,6
4377,8
4378,8
4379,7
4380,3
4381,3
4382,5
4383,0
4384,5
4385,9
4386,1
4387,5
4388,8
4389,9
4390,9
4391,2
4392,4
4393,8
4394,6
4395,1
4396,0
4397,8
4398,9
4399,6
4400,8
4401,6
4402,8
4403,8
4404,2
4405,8
4406,8
4407,7
4408,8
4409,9
4410,2
4411,7
4412,1
4413,3
4414,4
4415,8
4416,1
4417,5
4418,5
4419,8
4420,1
4421,8
4422,1
4423,8
4424,2
4425,1
4426,6
4427,5
4428,8
4429,9
4430,9
4431,5
4432,4
4433,3
4434,1
4435,7
4436,0
4437,4
4438,8
4439,1
4440,8
4441,2
4442,2
4443,1
4444,2
4445,8
4446,0
4447,7
4448,2
4449,8
4450,6
4451,9
4452,2
4453,8
4454,0
4455,5
4456,3
4457,6
4458,0
4459,1
4460,8
4461,3
4462,3
4463,1
4464,0
4465,8
4466,5
4467,3
4468,1
4469,8
4470,8
4471,8
4472,1
4473,8
4474,0
4475,6
4476,3
4477,7
4478,1
4479,5
4480,8
4481,2
4482,0
4483,1
4484,9
4485,7
4486,9
4487,8
4488,3
4489,7
4490,1
4491,6
4492,8
4493,2
4494,8
4495,3
4496,3
4497,8
4498,8
4499,8
4500,8
4501,8
4502,6
4503,8
4504,3
4505,0
4506,8
4507,7
4508,8
4509,1
4510,3
4511,5
4512,6
4513,3
4514,5
4515,4
4516,1
4517,2
4518,4
4519,8
4520,5
4521,7
4522,4
4523,8
4524,6
4525,1
4526,2
4527,8
4528,8
4529,0
4530,7
4531,0
4532,6
4533,3
4534,3
4535,6
4536,7
4537,6
4538,2
4539,4
4540,1
4541,6
4542,0
4543,2
4544,6
4545,5
4546,8
4547,0
4548,8
4549,3
4550,9
4551,3
4552,0
4553,8
4554,8
4555,8
4556,1
4557,2
4558,4
4559,1
4560,8
4561,1
4562,7
4563,7
4564,6
4565,3
4566,9
4567,3
4568,4
4569,4
4570,8
4571,7
4572,8
4573,7
4574,2
4575,1
4576,1
4577,8
4578,1
4579,9
4580,8
4581,8
4582,8
4583,1
4584,5
4585,5
4586,7
4587,5
4588,7
4589,6
4590,8
4591,0
4592,6
4593,8
4594,4
4595,2
4596,8
4597,8
4598,7
4599,1
4600,9
4601,8
4602,8
4603,2
4604,3
4605,8
4606,1
4607,8
4608,1
4609,9
4610,0
4611,4
4612,8
4613,9
4614,8
4615,9
4616,6
4617,5
4618,3
4619,8
4620,7
4621,8
4622,8
4623,9
4624,9
4625,8
4626,9
4627,3
4628,4
4629,2
4630,1
4631,9
4632,1
4633,4
4634,3
4635,2
4636,0
4637,3
4638,6
4639,6
4640,3
4641,1
4642,1
4643,6
4644,2
4645,8
4646,9
4647,8
4648,9
4649,6
4650,8
4651,5
4652,2
4653,8
4654,8
4655,5
4656,1
4657,5
4658,2
4659,8
4660,0
4661,8
4662,7
4663,5
4664,9
4665,8
4666,1
4667,8
4668,1
4669,0
4670,9
4671,7
4672,2
4673,1
4674,8
4675,0
4676,2
4677,1
4678,7
4679,2
4680,0
4681,1
4682,6
4683,8
4684,5
4685,8
4686,2
4687,8
4688,9
4689,2
4690,4
4691,6
4692,8
4693,5
4694,6
4695,5
4696,1
4697,0
4698,3
4699,5
4700,0
4701,3
4702,2
4703,1
4704,4
4705,8
4706,4
4707,1
4708,3
4709,6
4710,8
4711,1
4712,2
4713,0
4714,6
4715,2
4716,2
4717,2
4718,8
4719,2
4720,7
4721,3
4722,6
4723,2
4724,7
4725,1
4726,9
4727,6
4728,8
4729,1
4730,6
4731,1
4732,5
4733,1
4734,2
4735,8
4736,8
4737,6
4738,2
4739,0
4740,2
4741,0
4742,6
4743,9
4744,2
4745,6
4746,8
4747,3
4748,2
4749,6
4750,0
4751,0
4752,6
4753,8
4754,2
4755,1
4756,1
4757,1
4758,8
4759,5
4760,9
4761,9
4762,8
4763,8
4764,4
4765,3
4766,2
4767,8
4768,9
4769,0
4770,1
4771,1
4772,8
4773,8
4774,4
4775,9
4776,2
4777,8
4778,5
4779,3
4780,8
4781,8
4782,8
4783,0
4784,8
4785,1
4786,1
4787,7
4788,9
4789,0
4790,8
4791,8
4792,8
4793,9
4794,5
4795,3
4796,8
4797,8
4798,9
4799,1
4800,4
4801,8
4802,8
4803,3
4804,8
4805,2
4806,8
4807,5
4808,4
4809,8
4810,2
4811,1
4812,6
4813,3
4814,1
4815,3
4816,5
4817,8
4818,8
4819,8
4820,4
4821,8
4822,9
4823,2
4824,1
4825,8
4826,9
4827,0
4828,8
4829,5
4830,3
4831,7
4832,2
4833,1
4834,5
4835,2
4836,8
4837,5
4838,2
4839,4
4840,2
4841,2
4842,8
4843,1
4844,6
4845,9
4846,8
